ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
428-20-6995|180030120471379|Thomas|Martin|M|17595 Sosa Green Suite 582|Gadsden|AL|35907|33.8979|-86.0245|67082|Theme park manager|1983-07-13|749557899870|adults_2550_male_urban.json
609-32-3707|630474584764|Amber|Vargas|F|28333 Stein Courts Suite 666|Portsmouth|VA|23701|36.8089|-76.3671|95535|Tax adviser|1969-02-13|327840064087|adults_50up_female_urban.json
167-80-7884|4506662670551439|Katelyn|Cuevas|F|366 Justin Ridge Apt. 529|Turtle Creek|PA|15145|40.4114|-79.822|7132|Journalist, newspaper|1954-01-26|414865691773|adults_50up_female_urban.json
104-11-1349|3528671200720246|Victoria|Richardson|F|910 Patricia Isle Apt. 091|West Richland|WA|99353|46.3153|-119.3714|13306|Archaeologist|1956-10-11|2638670490|adults_50up_female_urban.json
197-22-6404|30149498194215|Julia|Phelps|F|817 Hannah Bypass|Victorville|CA|92392|34.4802|-117.4082|130495|Nurse, learning disability|1962-12-19|373027171465|adults_50up_female_urban.json
712-61-7414|374663453372206|Angela|Matthews|F|17221 Townsend Spurs|West Bloomfield|MI|48322|42.5424|-83.3793|66323|IT consultant|1973-12-22|264480952071|adults_50up_female_urban.json
446-53-2009|4370526351004625|Robin|Ford|F|572 Mcgee Station Suite 592|Sugar Land|TX|77479|29.5785|-95.6066|149159|Actor|1974-05-06|862726533765|adults_50up_female_urban.json
257-54-1528|30520238974324|Jason|Townsend|M|595 Smith Orchard Apt. 325|Lilburn|GA|30047|33.8656|-84.0725|59660|Risk analyst|1976-03-10|580995026739|adults_2550_male_urban.json
542-76-3223|6011798487045067|Kevin|Hanna|M|6799 Sandra Village|Apple Valley|CA|92307|34.5291|-117.2132|77467|Therapist, art|1985-12-21|494878585280|adults_2550_male_urban.json
668-05-3760|4640830373606019|Rebekah|Hill|F|84907 Amanda Plaza Suite 136|Brooklyn|NY|11233|40.6784|-73.9211|2504700|Surveyor, mining|1979-10-03|363894201816|adults_2550_female_urban.json
672-26-0233|4153701242446268|Damon|Martin|M|4881 Tonya Well|Buffalo|NY|14225|42.9255|-78.7481|564824|Community development worker|1944-07-10|69748342254|adults_50up_male_urban.json
814-98-4425|4751887817941514|Harry|Hughes|M|409 Victoria Estates|San Francisco|CA|94122|37.7593|-122.4836|805301|Dancer|1976-11-17|177562972565|adults_2550_male_urban.json
707-69-3182|30505661863235|Lisa|Webb|F|378 Hughes Row|Cedarburg|WI|53012|43.3034|-88.0029|18097|Merchandiser, retail|1971-04-29|988697662221|adults_50up_female_urban.json
464-25-0061|3505560571219887|Ralph|Watkins|M|8851 Kristi Route Suite 348|Syracuse|NY|13215|42.9722|-76.2276|229807|Physicist, medical|1990-01-26|39915069480|adults_2550_male_urban.json
057-39-2244|3562456185174461|Alison|Zavala|F|12899 Michael Court Suite 551|Cranford|NJ|07016|40.6554|-74.3057|22625|Education officer, museum|1995-12-01|234403901935|adults_2550_female_urban.json
081-30-0805|4881898484160461547|Patrick|Taylor|M|017 Taylor Lake|Aliso Viejo|CA|92656|33.5701|-117.7086|49046|Optician, dispensing|1961-11-11|118291836420|adults_50up_male_urban.json
606-72-4057|2272291073228365|Abigail|Mills|F|378 Brian Forest Suite 384|Long Beach|CA|90813|33.782|-118.1835|471952|Local government officer|1987-09-30|442966651180|adults_2550_female_urban.json
422-75-4714|4916497016934292912|Walter|Wright|M|30162 Joshua Creek|West Roxbury|MA|02132|42.2787|-71.1589|25861|Teacher, special educational needs|1968-11-08|712976672911|adults_50up_male_urban.json
114-90-0226|6011537221556686|Melanie|Ramos|F|236 Lopez Shores|Hermitage|TN|37076|36.1848|-86.6002|35230|Financial manager|1948-05-13|538975073732|adults_50up_female_urban.json
448-07-4131|630472007842|Damon|Rodriguez|M|44260 Floyd Pines Apt. 975|San Diego|CA|92117|32.8239|-117.1965|1241364|Immunologist|1938-03-24|247580168632|adults_50up_male_urban.json
705-36-7813|6527372037638826|Ashley|Griffith|F|148 Francis Brooks Apt. 913|Deckerville|MI|48427|43.5151|-82.7191|2879|Heritage manager|1991-06-21|890140986236|adults_2550_female_urban.json
685-72-9412|213178020586951|Aaron|Lee|M|464 Willis Road|Sturgis|MI|49091|41.8089|-85.4264|19872|Operational investment banker|1980-03-27|926294893539|adults_2550_male_urban.json
579-73-5848|2297933505573857|Katherine|Jordan|F|119 Jesse Way|Bonaire|GA|31005|32.546|-83.6047|15102|Armed forces logistics/support/administrative officer|1990-07-09|511981401938|adults_2550_female_urban.json
757-10-1682|4233351040961490|Stacy|Orozco|F|3911 Moody Plain|Olympia|WA|98513|46.9939|-122.743|167094|Financial adviser|1968-07-11|519880753902|adults_50up_female_urban.json
555-22-0105|30365118939405|Jeffery|Bailey|M|8201 Elizabeth Fields Apt. 230|Havelock|NC|28532|34.8968|-76.89|23320|Editorial assistant|1968-08-02|907079294813|adults_50up_male_urban.json
136-38-7551|676373920138|Jacob|Sherman|M|621 Thomas Avenue Apt. 508|Lancaster|PA|17601|40.0766|-76.3107|164596|Economist|1967-05-03|926357614526|adults_50up_male_urban.json
112-11-2582|4261632488890|Steven|Stark|M|2989 Stephanie Manors Apt. 974|Eugene|OR|97408|44.1445|-123.0545|191096|Interpreter|1999-10-17|666837604482|adults_2550_male_urban.json
752-99-0329|4468719120383|Travis|Wilson|M|9208 Amber Fort Apt. 308|Minneapolis|MN|55407|44.9378|-93.2545|1022298|Training and development officer|2005-06-19|972997655939|young_adults_male_urban.json
552-71-1370|344458220673235|Michael|Davis|M|716 Joan Islands|Deltona|FL|32738|28.9093|-81.1922|88735|Psychiatrist|1989-11-22|748031409868|adults_2550_male_urban.json
868-44-0491|639000001524|Nina|Morton|F|37178 Brown Roads|Uniontown|OH|44685|40.9637|-81.4211|27556|Trade union research officer|1996-01-20|790384969855|adults_2550_female_urban.json
362-41-6211|4844421829987478|Kelly|Tate|F|48905 Harrison Parkways|Wausau|WI|54403|44.9529|-89.5318|54974|Presenter, broadcasting|1958-10-28|27776896893|adults_50up_female_urban.json
051-01-4281|4551584826695|Barbara|Gutierrez|F|355 Michael View Apt. 960|Brockton|MA|02301|42.0794|-71.04|93766|Sub|1964-02-15|46017517051|adults_50up_female_urban.json
055-53-3407|4998795098228|Austin|Adams|M|64818 Jose Street|New York City|NY|10065|40.7651|-73.9638|1577385|Further education lecturer|1996-12-15|944730249396|adults_2550_male_urban.json
561-61-8167|4638164321260|Lisa|Phillips|F|946 Moore Gardens|Lapeer|MI|48446|43.0579|-83.3332|30749|Personnel officer|1983-06-07|789228069691|adults_2550_female_urban.json
740-93-8657|6011144170646251|Tracy|Brooks|M|26355 Kelly Way Apt. 176|Somerset|KY|42503|37.1566|-84.5248|40486|Insurance account manager|1996-05-01|869349448375|adults_2550_male_urban.json
298-66-9433|213131538882453|Nicholas|Anderson|M|504 Victoria Highway|Sunnyside|WA|98944|46.3213|-120.0126|22014|Field trials officer|1964-02-21|228561552870|adults_50up_male_urban.json
844-46-3184|180095163211198|Jesse|Owens|M|093 Brittney Roads|Casper|WY|82604|42.8261|-106.3896|69012|Engineer, civil (consulting)|2001-10-02|238338820823|young_adults_male_urban.json
660-42-3699|630401198753|Wendy|Davis|F|800 Jason Burg Apt. 915|Thousand Oaks|CA|91362|34.1948|-118.8232|78447|Patent examiner|2001-06-09|601776520607|young_adults_female_urban.json
612-68-0215|4577449160939|Jenna|Lynch|F|01491 Monica Route Suite 184|Charleston|IL|61920|39.4869|-88.1761|25594|Equities trader|1984-04-07|434785335466|adults_2550_female_urban.json
352-04-9611|4322399821374559|Jason|Davis|M|428 Shepard Canyon|Mendenhall|MS|39114|31.9494|-89.8095|9998|Medical technical officer|2001-07-11|24182718711|young_adults_male_urban.json
346-31-8068|6560811260030837|Isaiah|Sanders|M|62715 Cory Extensions|Waycross|GA|31501|31.2243|-82.3596|36692|Engineering geologist|1944-11-11|984638548083|adults_50up_male_urban.json
054-56-8341|213169177682933|Victoria|Guerra|F|013 Kemp Avenue Suite 354|Street|MD|21154|39.6574|-76.3713|6464|Field seismologist|1962-09-10|946941018670|adults_50up_female_urban.json
564-95-8661|4033591015709083|Jacob|Cunningham|M|4920 Braun Prairie|Lutz|FL|33558|28.1474|-82.5152|57430|Diagnostic radiographer|1943-01-10|830658937441|adults_50up_male_urban.json
587-80-6894|3548997184285963|Mallory|Carroll|F|9140 Hudson Turnpike|Los Angeles|CA|90019|34.0482|-118.3343|2383912|Engineer, broadcasting (operations)|1974-04-06|193072903887|adults_50up_female_urban.json
111-24-3655|4669806908726176074|Carrie|Lewis|F|935 Santos Pike|Wilmette|IL|60091|42.0765|-87.7246|27020|Corporate investment banker|2001-09-25|986370417445|young_adults_female_urban.json
018-37-0051|371299650826950|Joshua|Thomas|M|86965 Mccoy Village Apt. 087|Lancaster|SC|29720|34.749|-80.7616|46041|Physiological scientist|1980-04-29|739156367365|adults_2550_male_urban.json
150-99-3118|180095143468231|Laurie|Mejia|F|002 Goodwin Alley Apt. 869|Livermore|CA|94550|37.683|-121.763|83763|Nurse, adult|1953-03-15|974559600317|adults_50up_female_urban.json
057-15-6344|213111395001686|Amy|Wong|F|9150 Russell Fall|Windsor Mill|MD|21244|39.3331|-76.7849|34611|Scientist, research (maths)|1976-12-08|958619089007|adults_2550_female_urban.json
454-83-6737|4053440777946209|Michelle|Cole|F|662 Melvin Point|Woodway|TX|76712|31.5051|-97.2311|23506|Chief Executive Officer|1959-11-13|960981164273|adults_50up_female_urban.json
641-61-6300|503899140688|Michael|Baker|M|37312 Howard Extension|Louisville|KY|40207|38.2628|-85.6663|736284|Engineer, electrical|1989-07-24|442214188811|adults_2550_male_urban.json
558-11-7607|562119206133|Nicole|Young|F|77895 Martinez Forge Suite 184|Schaumburg|IL|60192|42.0925|-88.1161|92294|Information systems manager|1968-10-10|649676504338|adults_50up_female_urban.json
173-75-5293|503864801645|Dominique|Brown|F|41678 Sarah Mountain Suite 822|Atlanta|GA|30349|33.6053|-84.4813|900273|Cabin crew|1980-04-03|914888221648|adults_2550_female_urban.json
095-63-9651|213113486298577|Rachel|Mcdaniel|F|63831 Amy Island Suite 053|North Tazewell|VA|24630|37.1756|-81.5399|6774|Teacher, primary school|1961-02-14|497143629428|adults_50up_female_urban.json
024-64-9644|180061770673683|Penny|Thomas|F|0682 Donna Extension|Tucson|AZ|85749|32.2733|-110.7658|865276|Education administrator|1967-07-01|692451413105|adults_50up_female_urban.json
691-21-1413|6505871469218219|Vicki|Taylor|F|9089 Young Road Suite 802|Owensville|MO|65066|38.3511|-91.4867|6703|Computer games developer|1981-11-30|932170202021|adults_2550_female_urban.json
035-78-3766|4948424959881144|Hannah|Garrett|F|71523 West Neck Apt. 820|Cicero|IL|60804|41.8378|-87.7602|84573|Warden/ranger|1942-06-12|302589063491|adults_50up_female_urban.json
080-79-1041|3579876829968724|Russell|Anderson|M|0858 Raymond Ferry|Four Oaks|NC|27524|35.404|-78.4153|12338|Field seismologist|1955-09-17|57418047330|adults_50up_male_urban.json
031-85-5905|6595790012482554|Debra|White|F|9632 Serrano Ridge Suite 232|Haverhill|MA|01830|42.7856|-71.0721|60879|Site engineer|1936-10-02|634535721783|adults_50up_female_urban.json
809-51-3641|4562415285720|Suzanne|Cooper|F|269 Miranda Forges|Tallahassee|FL|32312|30.5185|-84.2627|245317|Lobbyist|1986-08-12|667995150787|adults_2550_female_urban.json
379-14-3663|213186550784680|Frederick|Bishop|M|443 James Road Apt. 891|Fredericktown|OH|43019|40.4976|-82.5857|8700|Clinical scientist, histocompatibility and immunogenetics|1957-12-15|532206063817|adults_50up_male_urban.json
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Baton Rouge|LA|70805|30.486|-91.1481|378909|Field seismologist|1986-04-16|471582271198|adults_2550_female_urban.json
325-06-0264|3521410527698190|Kelly|Hoffman|F|0452 Megan Pine|Berkeley|CA|94703|37.863|-122.2749|118592|Surveyor, insurance|1980-06-02|845492029335|adults_2550_female_urban.json
167-18-5422|180060598678742|Edwin|Jackson|M|585 Weaver Junction Suite 559|Springfield|MO|65803|37.2593|-93.2912|219752|Holiday representative|1974-11-21|550519352170|adults_50up_male_urban.json
630-16-1360|3550200024539318|Tina|Anderson|F|5130 Morgan Bypass|Lawrence|MA|01841|42.7115|-71.167|76383|Scientist, research (maths)|2000-04-16|696661267265|adults_2550_female_urban.json
569-95-2985|4444889669972731|Jenny|Nolan|F|462 David Vista Apt. 543|Gilbert|AZ|85295|33.3054|-111.7408|211167|Building control surveyor|1965-02-27|238481613903|adults_50up_female_urban.json
178-91-8903|5531239204910609|Stephen|Stone|M|7238 Cooper Place Apt. 768|Eugene|OR|97401|44.0682|-123.0819|191096|Chartered loss adjuster|1977-07-23|501073035208|adults_2550_male_urban.json
186-45-7866|30545847262902|Gabriel|Montgomery|M|8316 Andrea Falls Suite 172|Maquoketa|IA|52060|42.0778|-90.6771|8658|Biomedical scientist|1975-07-07|753582792972|adults_50up_male_urban.json
454-92-3560|3505222999362167|Robert|Sandoval|M|438 Joel Expressway|Columbia|MD|21045|39.2051|-76.8322|95072|Journalist, broadcasting|1979-06-28|402237945124|adults_2550_male_urban.json
251-74-8851|4844617773269|Dylan|Mcmahon|M|4979 Henry Mission Suite 029|Elgin|IL|60123|42.0376|-88.3186|117295|Ecologist|1998-12-06|74904838256|adults_2550_male_urban.json
340-32-9764|38137529883221|Alyssa|Leonard|F|56083 Benjamin Cape|Richmond|MN|56368|45.4605|-94.5361|4239|Geochemist|1995-02-20|608858844959|adults_2550_female_urban.json
831-88-7629|180053585238604|Robert|Nielsen|M|04436 Lisa Walk|Woodside|NY|11377|40.745|-73.9069|89830|Teacher, secondary school|1981-06-24|121636626916|adults_2550_male_urban.json
356-21-3442|3502929501437484|Corey|Salazar|M|96713 Davis Crescent|Channahon|IL|60410|41.4347|-88.2138|12687|Dance movement psychotherapist|1970-09-30|53248229320|adults_50up_male_urban.json
750-20-1894|4176720191117|Janet|Garcia|F|19072 Stanley Pines|Pendleton|SC|29670|34.6369|-82.7406|8673|Primary school teacher|2002-03-01|274587577529|young_adults_female_urban.json
638-96-3508|579366538026|Jesse|Mcdowell|M|124 Craig Haven Apt. 868|Los Banos|CA|93635|37.0627|-120.8544|38776|Counselling psychologist|1993-01-19|373326842305|adults_2550_male_urban.json
591-86-5352|4946209355610391|Kyle|Anderson|M|13712 Lee Knolls Suite 856|Baton Rouge|LA|70808|30.4066|-91.1468|378909|Information systems manager|1986-12-12|232488012574|adults_2550_male_urban.json
266-10-2559|503870615922|John|Grant|M|29907 Ryan Wall Apt. 632|Huron|SD|57350|44.359|-98.2163|14534|Computer games developer|1989-08-09|312931364007|adults_2550_male_urban.json
110-44-5234|4034030109567975642|Marcus|Wood|M|4623 Mendoza Coves Apt. 476|Aurora|OR|97002|45.2284|-122.8039|5623|Accountant, chartered|1931-07-22|47719492861|adults_50up_male_urban.json
788-16-8425|5230683176417263|Kelli|Stephens|F|571 Brittany Ways|Salt Lake City|UT|84109|40.7043|-111.8142|594043|Clinical cytogeneticist|1985-03-02|377846316914|adults_2550_female_urban.json
475-11-3203|213167130735103|Robin|Roberts|F|4362 Jane Burg Apt. 962|Perris|CA|92571|33.811|-117.218|106213|Magazine journalist|1994-12-23|947176403532|adults_2550_female_urban.json
364-58-6979|3594703180533965|Brooke|Patrick|F|6662 Michael Circles Apt. 270|Manchester|CT|06042|41.7966|-72.5292|58248|Ambulance person|1953-06-25|443524111589|adults_50up_female_urban.json
103-40-5413|4110797714004934|Joshua|David|M|949 Leslie Shores|Oregon City|OR|97045|45.3377|-122.57|51359|Brewing technologist|1973-08-03|860353528908|adults_50up_male_urban.json
262-79-9976|213194976987317|Craig|Garza|M|6984 Robert Light|Jacksonville|FL|32209|30.3584|-81.692|847415|Child psychotherapist|1979-05-23|236860745642|adults_2550_male_urban.json
051-63-7863|3533256238994998|Susan|Forbes|F|14262 Jason Center Suite 821|Wichita Falls|TX|76308|33.8633|-98.534|102011|Chartered public finance accountant|1971-05-18|61893665269|adults_50up_female_urban.json
677-86-0450|4181359989897213|Angela|Wallace|F|889 Reilly Pass|Bakersfield|CA|93306|35.3867|-118.9391|520197|Airline pilot|1955-06-20|905444900027|adults_50up_female_urban.json
560-52-4261|4217588397857082008|David|Williams|M|7123 Elliott Hills Suite 112|Chenango Forks|NY|13746|42.2778|-75.8462|2539|Sales promotion account executive|1959-09-25|549287619295|adults_50up_male_urban.json
605-35-2710|3588276970409538|Micheal|Green|M|615 Williams Plaza|Lake Elsinore|CA|92530|33.6598|-117.3485|68860|Fish farm manager|1958-03-19|533336279700|adults_50up_male_urban.json
828-89-9064|213156517962406|Stacey|Howe|F|668 Jennifer Ridge Suite 047|Williamston|SC|29697|34.6206|-82.511|12207|Sales promotion account executive|1992-04-03|164550477873|adults_2550_female_urban.json
012-20-9189|346225936488200|Jonathan|Berry|M|8688 Christina Mews|Columbus|OH|43224|40.0425|-82.9689|783285|Copywriter, advertising|1970-08-26|287698437735|adults_50up_male_urban.json
155-97-8638|30160911413199|Steven|Gamble|M|9236 Jesse Mountains|Wildomar|CA|92595|33.6021|-117.264|29851|Orthoptist|1996-02-01|3841601171|adults_2550_male_urban.json
255-06-4170|346502544724196|Brent|Stewart|M|44096 Bruce Mountains|Kaufman|TX|75142|32.546|-96.2852|18982|Radio broadcast assistant|1975-09-21|824338905639|adults_2550_male_urban.json
529-17-4239|3588067821417469|Kelly|Carney|F|9266 Gardner Ridges|Springfield|MO|65803|37.2593|-93.2912|219752|Solicitor|1968-09-01|887415004383|adults_50up_female_urban.json
716-75-6486|3548694155945010|Caleb|Taylor|M|75360 Wilson Mountains|New Albany|IN|47150|38.3089|-85.8221|47472|Careers information officer|1972-05-12|749138856546|adults_50up_male_urban.json
233-77-8812|180036536218940|Garrett|Greene|M|0009 Roman Hills Suite 204|Miami|FL|33134|25.768|-80.2714|1737737|Mudlogger|1978-08-03|416605986593|adults_2550_male_urban.json
281-95-9122|3567605642045657|Katherine|Ramos|F|745 James Parkways|Gentry|AR|72734|36.2652|-94.4751|7322|Transport planner|1986-06-02|463980555298|adults_2550_female_urban.json
878-48-4229|6522654016599532|Tammy|Smith|F|21224 Sylvia Union Suite 677|Saint Petersburg|FL|33708|27.8116|-82.8014|341043|Insurance risk surveyor|1970-05-05|147752183997|adults_50up_female_urban.json
628-09-6393|502012411588|Robin|King|F|08017 Olson Park Apt. 312|Los Angeles|CA|90036|34.0699|-118.3492|2383912|Technical brewer|1965-07-01|968925399378|adults_50up_female_urban.json
455-02-4477|30264261212035|Kendra|Perez|F|3659 Delacruz Place Apt. 785|Phoenix|NY|13135|43.2468|-76.3064|6617|Dispensing optician|2000-01-15|191186415169|adults_2550_female_urban.json
127-86-9134|3585454006445478|Gina|Thomas|F|12327 Carrillo Ridges|Gresham|OR|97030|45.5154|-122.4203|77581|Regulatory affairs officer|1991-11-28|805825157224|adults_2550_female_urban.json
087-58-7183|6011342720388628|Sally|Hurst|F|080 Catherine Loaf Apt. 045|Advance|NC|27006|36.0065|-80.4463|14150|Engineer, broadcasting (operations)|1962-10-26|421049388527|adults_50up_female_urban.json
812-30-5325|3549353400181678|Kara|Mitchell|F|5244 Rangel Lake|Henderson|NV|89015|36.0357|-114.9718|264999|Games developer|1994-07-18|469276233815|adults_2550_female_urban.json
545-27-8767|347993781053911|Charles|Bryant|M|699 Mcneil Pines Apt. 904|Irving|TX|75062|32.8479|-96.974|217883|International aid/development worker|1997-05-13|637722073567|adults_2550_male_urban.json
858-62-1715|4246301986424238393|Joanna|Boyd|F|121 Johnson Viaduct|Harrison|OH|45030|39.2592|-84.7837|17921|Designer, graphic|2003-12-12|970420808481|young_adults_female_urban.json
177-67-8433|060498322100|Robert|Smith|M|00186 Hamilton Crescent|Huntington Station|NY|11746|40.8143|-73.3634|67094|Armed forces technical officer|1950-06-18|33973366339|adults_50up_male_urban.json
647-77-9145|4610814356140382|Dylan|Flores|M|198 Kristi Harbor|Tulsa|OK|74136|36.0605|-95.9452|413574|Pharmacist, community|1991-12-18|827996845029|adults_2550_male_urban.json
564-83-2266|4469510030763|Thomas|Smith|M|9671 Smith Spurs Apt. 666|Chicago Heights|IL|60411|41.5087|-87.5904|58136|Pharmacist, hospital|1997-07-25|99938187638|adults_2550_male_urban.json
663-51-6078|4134078516994970890|Alexis|Mejia|F|6834 Nicholas Stream|Santa Rosa|CA|95405|38.4386|-122.6727|209844|Tax inspector|1973-11-19|685324745981|adults_50up_female_urban.json
398-78-7523|676138688897|Bryan|Rice|M|150 Pratt Meadow Apt. 571|Liberty|TX|77575|30.0946|-94.7378|15949|Teacher, early years/pre|2003-05-06|985499447510|young_adults_male_urban.json
710-77-3879|4126578982604189|Scott|Juarez|M|17558 Mata Crest Suite 774|Michigan City|IN|46360|41.698|-86.8699|43625|Chemical engineer|1945-08-16|823220522870|adults_50up_male_urban.json
304-50-9866|4188241996264228|Brenda|Hahn|F|917 Lisa Greens Suite 421|Columbus|OH|43232|39.923|-82.8664|783285|Surgeon|1990-07-10|748812994322|adults_2550_female_urban.json
498-06-5226|6011092257090010|Mark|Robinson|M|4072 Margaret Harbors Suite 282|Lincolnton|NC|28092|35.4851|-81.1818|38570|Surveyor, minerals|1986-06-30|359106624590|adults_2550_male_urban.json
807-36-0083|502078822470|Cynthia|Taylor|F|68507 Brian Keys Apt. 119|Pompano Beach|FL|33066|26.2535|-80.1775|425636|Meteorologist|1964-08-27|4186410150|adults_50up_female_urban.json
865-60-1790|4526105370923009|Joel|Pacheco|M|007 Escobar Village Apt. 894|Pitman|PA|17964|40.7049|-76.5233|798|Surveyor, planning and development|1961-08-01|359537624411|adults_50up_male_rural.json
233-83-2308|3569893652944716|Jason|Oconnor|M|3481 Rachel Stream|Lancaster|NY|14086|42.9017|-78.6631|31847|Building services engineer|1970-11-05|283620405974|adults_50up_male_urban.json
158-46-9200|4321743574835269|Joseph|Sullivan|M|606 Lee Plaza Apt. 448|Midland|TX|79705|32.0295|-102.0915|134281|Retail manager|1999-06-25|602133936205|adults_2550_male_urban.json
182-41-3734|6562805507740651|Joann|Rogers|F|6239 Jessica Branch|Willits|CA|95490|39.4493|-123.3679|13264|Therapist, music|1954-10-02|592851577159|adults_50up_female_urban.json
785-42-1756|675940913113|Yesenia|Ford|F|90254 Fleming Center Apt. 206|San Marcos|CA|92078|33.1193|-117.185|89275|Web designer|1998-12-01|344601580716|adults_2550_female_urban.json
275-90-1363|4012275950026019|Francisco|Rogers|M|9479 Johnson Haven|Vine Grove|KY|40175|37.8589|-86.0069|13070|Armed forces logistics/support/administrative officer|1999-11-13|918933428543|adults_2550_male_urban.json
784-57-3134|4980595031006492|Cindy|Torres|F|91045 Sharon Wells|Glendale|AZ|85308|33.6539|-112.1694|280389|Engineer, site|1931-07-26|49084639670|adults_50up_female_urban.json
716-98-4657|5384913599285532|Susan|Parks|F|05610 Rick Oval Apt. 069|Somerset|WI|54025|45.1331|-92.6865|6864|Phytotherapist|1957-12-05|910141508456|adults_50up_female_urban.json
076-70-6339|3574037842339444|Kevin|Richmond|M|00677 Blake Vista Apt. 550|Star|ID|83669|43.7013|-116.4967|7365|Engineering geologist|1939-12-22|696474817785|adults_50up_male_urban.json
012-10-8082|4542624178429|Lauren|Burton|F|34511 Jo Bypass|Norwalk|CT|06855|41.1014|-73.4011|85422|Teacher, music|1985-11-18|704545721480|adults_2550_female_urban.json
432-87-0761|340886843021164|Jenna|Robinson|F|045 Cook Wells|Gaithersburg|MD|20877|39.1419|-77.189|135332|Surveyor, quantity|1936-11-05|869973472445|adults_50up_female_urban.json
462-42-9267|4299642603362022|Judith|Gomez|F|47709 Aaron Mills|Irwin|PA|15642|40.3191|-79.7205|45286|Colour technologist|1955-01-25|880858425211|adults_50up_female_urban.json
166-29-9024|503836219215|Harold|Lozano|M|970 Cunningham Mews|Montague|MI|49437|43.4242|-86.374|6902|Claims inspector/assessor|2003-10-14|123578245986|young_adults_male_urban.json
217-69-6086|349597721688005|Nicole|Mejia|F|8931 Franklin Drives|Omaha|NE|68106|41.2403|-95.998|518429|Rural practice surveyor|1999-11-04|639557630974|adults_2550_female_urban.json
177-66-4524|370182272002831|Lisa|Herrera|F|20414 Freeman Harbors|Kennewick|WA|99337|46.1814|-119.1383|90153|Engineer, mining|1991-03-29|144874152907|adults_2550_female_urban.json
881-68-1798|2359930202030426|Colleen|Anderson|F|5213 Robbins Canyon Apt. 816|Simi Valley|CA|93065|34.2656|-118.7653|126874|Legal executive|1994-08-08|55346391189|adults_2550_female_urban.json
406-26-0048|4593777569198326|Randall|Sutton|M|161 Evans Way|Andover|MA|01810|42.6496|-71.1565|33201|Translator|1979-05-24|945068368900|adults_2550_male_urban.json
597-96-8699|4043841966225|Latoya|Solis|F|67080 Sullivan Land|Vinton|VA|24179|37.2757|-79.8775|18616|Pensions consultant|1982-02-13|433394030912|adults_2550_female_urban.json
772-06-6278|4219865504940|Richard|Logan|M|076 Petty Spur Suite 933|Phoenix|MD|21131|39.4833|-76.5776|7253|Tax inspector|1930-10-03|379747403005|adults_50up_male_urban.json
663-78-6176|4322626114243624|Tamara|Rodgers|F|2188 Amanda Park Apt. 962|Centreville|VA|20120|38.8448|-77.467|68683|Film/video editor|1977-03-20|342413496934|adults_2550_female_urban.json
729-11-9844|3543385324725053|Kim|Walker|F|03115 Sullivan Landing Suite 576|Albuquerque|NM|87121|35.0512|-106.7269|641349|Surveyor, rural practice|1960-03-01|294957478259|adults_50up_female_urban.json
816-59-6577|3553536597466984|James|Roman|M|42125 Wood Plain Apt. 959|Pompano Beach|FL|33065|26.2729|-80.2603|425636|Information officer|1992-09-30|96671319618|adults_2550_male_urban.json
190-98-6539|3555966472130744|Breanna|Richardson|F|2614 Whitney Greens|Wattsburg|PA|16442|42.0391|-79.8363|2958|Sport and exercise psychologist|1934-10-18|217254569332|adults_50up_female_urban.json
162-54-1907|4430796373100817851|Tamara|Thomas|F|58718 Flores Fords|Gilmer|TX|75644|32.7246|-94.9714|21222|Medical laboratory scientific officer|1982-04-29|307768515265|adults_2550_female_urban.json
181-56-8282|30447017320869|Rebecca|Hutchinson|F|77729 Ross Islands|Owasso|OK|74055|36.2863|-95.8222|38680|Optometrist|1982-11-13|211262141040|adults_2550_female_urban.json
115-36-1015|4527810558000277|Scott|Thompson|M|42573 Ronald Rapids|Princeton|IN|47670|38.3525|-87.5691|12352|Illustrator|1980-12-12|762673080657|adults_2550_male_urban.json
788-28-6521|213172031369556|Michael|Holmes|M|09297 Maurice Stravenue Suite 953|Exeter|CA|93221|36.3041|-119.1293|14945|Farm manager|1988-03-18|185320789079|adults_2550_male_urban.json
710-99-7254|4899204573530|Beverly|Henderson|F|507 Davis Causeway|Seneca Falls|NY|13148|42.9094|-76.7925|10750|Structural engineer|1969-11-06|506703590723|adults_50up_female_urban.json
192-50-9948|30182360107122|Jennifer|Gomez|F|821 Wade Ville|Waimanalo|HI|96795|21.3418|-157.7131|10034|Presenter, broadcasting|1933-02-28|781353519565|adults_50up_female_urban.json
547-34-6596|30357422332229|Tamara|Romero|F|442 Castro Skyway|Portsmouth|IA|51565|41.6484|-95.5108|501|Systems developer|1968-06-15|786641655589|adults_50up_female_rural.json
702-81-3017|4606295350637316|Sarah|Wilson|F|6741 Adam Skyway|Highland|NY|12528|41.7167|-73.9928|13344|International aid/development worker|1965-10-27|941581880015|adults_50up_female_urban.json
313-99-2000|4201362608463975|Matthew|Hughes|M|470 Flores Port Apt. 215|Piscataway|NJ|08854|40.5515|-74.459|55961|Chartered legal executive (England and Wales)|1997-04-07|295151784184|adults_2550_male_urban.json
